name	maxEnrichment	numberClusters	meanEnrichment	meanPValue	sumEnrichment	sumPValue	meanInd	meanDims	meanPheno	time
som_small_2Layer_25_200_0.08;0.01	14.5487820523532_0.000136576911207829	13_12_25	9.24397623170158_1.27552134418544_5.41911788569383	0.00853683844483357_0.402208255506234_0.197499118634306	120.17169101212_15.3062561302252_135.477947142346	0.110978899782836_4.82649906607481_4.93747796585765	15.1538461538462_13.25_14.24	NA_NA_NA	0.417459686100795_0.177505198097673_0.302281531859297	0.3
som_small_2Layer_25_50_0.05;0.001	22.7939414132292_1.80333307404906e-06	13_12_25	10.1409178264652_1.41577454397355_5.9528490508692	0.0049984290121663_0.429125074950345_0.208579219062492	131.831931744047_16.9892945276826_148.82122627173	0.0649795771581619_5.14950089940415_5.21448047656231	15.6923076923077_12.6666666666667_14.24	NA_NA_NA	0.423641204145257_0.178579639253797_0.306011652997356	0.114
som_small_2Layer_25_50_0.05;0.001	13.8065996088019_0.000202623231489449	13_12_25	8.90322133610805_1.14568441180365_5.17960361244194	0.0112193539371916_0.449137588440799_0.221420106498923	115.741877369405_13.7482129416438_129.490090311049	0.145851601183491_5.38965106128959_5.53550266247308	15.3846153846154_13_14.24	NA_NA_NA	0.402871848219189_0.165206909830371_0.288792677792556	0.102
som_small_2Layer_25_50_0.05;0.001	20.5578721002514_5.78553820695016e-06	14_11_25	9.05001406376234_1.31658879540822_5.64730694568653	0.0116179127941308_0.429563246996453_0.195513859843153	126.700196892673_14.4824767494904_141.182673642163	0.162650779117832_4.72519571696098_4.88784649607881	14.3571428571429_14.0909090909091_14.24	NA_NA_NA	0.420870232708468_0.164888979057414_0.308238481102004	0.093
som_small_2Layer_25_50_0.08;0.01	17.8016013891005_2.45176804207185e-05	10_15_25	12.1982466538278_0.966070369074158_5.45894088297562	0.00369116756590443_0.559670503065389_0.337278768865595	121.982466538278_14.4910555361124_136.47352207439	0.0369116756590443_8.39505754598084_8.43196922163988	16.6_12.6666666666667_14.24	NA_NA_NA	0.448431580300167_0.140894725271791_0.263909467283141	0.0960000000000001
som_small_2Layer_25_50_0.08;0.01	17.1129070497283_3.52221238739735e-05	13_12_25	9.4627246909309_0.830408383869391_5.31921286354137	0.00616883923043438_0.525355261206671_0.255378321779028	123.015420982102_9.96490060643269_132.980321588534	0.0801949099956469_6.30426313448006_6.3844580444757	14.3076923076923_14.1666666666667_14.24	NA_NA_NA	0.43989301076084_0.124904374131902_0.28869846517895	0.0859999999999999
som_small_2Layer_25_50_0.08;0.01	12.4143856047234_0.000426039156729758	14_11_25	9.07426125657219_0.896506701452335_5.47604925231945	0.00409974664464975_0.55621977076233_0.247032557256429	127.039657592011_9.86157371597568_136.901231307986	0.0573964530250966_6.11841747838563_6.17581393141073	14.5_13.9090909090909_14.24	NA_NA_NA	0.436378954302005_0.127586574186267_0.30051030705108	0.0880000000000001
som_small_2Layer_49_100_0.05;0.001	10.563709856385_0.00115329499428088	14_28_42	6.31243227258747_1.37443532940576_3.02043431046633	0.018124987161881_0.493514489313408_0.335051321929566	88.3740518162246_38.4841892233613_126.858241039586	0.253749820266334_13.8184057007754_14.0721555210418	8.5_7.46428571428571_7.80952380952381	NA_NA_NA	0.485168701460836_0.226056281644163_0.312427088249721	0.292
som_small_2Layer_49_100_0.05;0.001	9.49736419288957_0.00205767276496137	16_25_41	6.0979623869452_0.986605382169617_2.98128128647229	0.018222338818667_0.495303046855234_0.309125209572671	97.5673981911233_24.6651345542404_122.232532745364	0.291557421098671_12.3825761713808_12.6741335924795	8.4375_7.56_7.90243902439024	NA_NA_NA	0.481467058222676_0.209455404770012_0.315606293922271	0.288
som_small_2Layer_49_100_0.05;0.001	10.3078878287258_0.00132462804079996	17_26_43	5.98314078315214_0.997292233074878_2.96844165984961	0.02204121983648_0.547630757815812_0.339839545126309	101.713393313586_25.9295980599468_127.642991373533	0.37470073722016_14.2383997032111_14.6131004404313	8.47058823529412_7.30769230769231_7.76744186046512	NA_NA_NA	0.475856048922804_0.20611428989238_0.31275638067185	0.293
som_small_2Layer_49_100_0.05;0.01	8.43874136838577_0.00367310385363118	17_26_43	5.93868729533453_1.42844299294942_3.21156283342726	0.0196111543573172_0.395519638660902_0.246904656494368	100.957684020687_37.139517816685_138.097201837372	0.333389624074392_10.2835106051835_10.6169002292578	8.23529411764706_7.38461538461539_7.72093023255814	NA_NA_NA	0.482237983064156_0.261234063880996_0.348607706348757	0.281
som_small_2Layer_49_100_0.05;0.01	8.23064231488267_0.00411889497599779	16_26_42	5.98694468985767_1.01136752234579_2.90682549092174	0.0190549352518815_0.516010425570617_0.326694048306337	95.7911150377227_26.2955555809904_122.086670618713	0.304878964030105_13.416271064836_13.7211500288661	8.5_7.46153846153846_7.85714285714286	NA_NA_NA	0.477651515151515_0.215308567836658_0.315248738242318	0.271
som_small_2Layer_49_100_0.05;0.01	10.563709856385_0.00115329499428088	12_32_44	6.07034899783212_1.3410163164001_2.63083432042701	0.0185816823882139_0.407972811830509_0.301775231073519	72.8441879739854_42.9125221248031_115.756710098788	0.222980188658567_13.0551299785763_13.2781101672348	8.58333333333333_7.3125_7.65909090909091	NA_NA_NA	0.481150793650794_0.25914523698056_0.319692206981533	0.277
som_small_2Layer_49_100_0.08;0.01	8.43874136838577_0.00367310385363118	15_29_44	5.78859445170496_1.16685490484916_2.74244793218636	0.0200063783529288_0.480365625520863_0.323424973077249	86.8289167755743_33.8387922406257_120.6677090162	0.300095675293931_13.930603140105_14.230698815399	8.4_7.3448275862069_7.70454545454545	NA_NA_NA	0.472262323610638_0.21995171731708_0.305966696735338	0.378
som_small_2Layer_49_100_0.08;0.01	11.3575907759204_0.000751402314634067	14_30_44	6.08224816751733_1.23176533210473_2.77510077973601	0.0197453853927588_0.43506482212492_0.302917728619232	85.1514743452426_36.9529599631418_122.104434308384	0.276435395498624_13.0519446637476_13.3283800592462	8.28571428571429_7.43333333333333_7.70454545454545	NA_NA_NA	0.484767417351687_0.242068207489556_0.319290683354779	0.285
som_small_2Layer_49_100_0.08;0.01	10.3078878287258_0.00132462804079996	17_24_41	6.23987771756769_1.05751600167239_3.20630012777532	0.0200038580665244_0.518841004436403_0.312006090087917	106.077921198651_25.3803840401373_131.458305238788	0.340065587130915_12.4521841064737_12.7922496936046	8.70588235294118_7.5_8	NA_NA_NA	0.473360505250789_0.212642331919017_0.320744989154142	0.288
som_small_2Layer_49_200_0.05;0.001	9.26547281603909_0.00233514188037439	15_29_44	5.24451625969919_1.24092250094938_2.60578400961409	0.0287960099152682_0.450252429804001_0.306574104841933	78.6677438954879_35.986752527532_114.65449642302	0.431940148729022_13.057320464316_13.489260613045	7.8_7.62068965517241_7.68181818181818	NA_NA_NA	0.474261339991677_0.243727082035877_0.322318306338991	0.556
som_small_2Layer_49_200_0.05;0.001	8.43874136838577_0.00367310385363118	16_23_39	5.96647534653189_1.26886204871594_3.19608801705068	0.0197178091798489_0.448699287077377_0.272706885888647	95.4636055445102_29.1838271204665_124.647432664977	0.315484946877582_10.3200836027797_10.6355685496573	8.125_8.17391304347826_8.15384615384615	NA_NA_NA	0.488407601293837_0.226786586642473_0.334118284960982	0.545
som_small_2Layer_49_200_0.05;0.001	10.3078878287258_0.00132462804079996	14_29_43	6.48317216374098_1.06582863435473_2.8296148997363	0.0174505024320874_0.464953321585373_0.319254729302908	90.7644102923738_30.909030396287_121.673440688661	0.244307034049223_13.4836463259758_13.727953360025	9.07142857142857_7.20689655172414_7.81395348837209	NA_NA_NA	0.476704942997078_0.230369030427147_0.310571420566195	0.554
som_small_2Layer_49_200_0.05;0.01	10.3078878287258_0.00132462804079996	12_32_44	5.81351024778643_1.22377851266321_2.47552353133318	0.0223468685670292_0.394267677972561_0.29283472995287	69.7621229734372_39.1609124052228_108.92303537866	0.26816242280435_12.6165656951219_12.8847281179263	8.33333333333333_7.4375_7.68181818181818	NA_NA_NA	0.475915522263837_0.245917491528447_0.308644227183553	0.55
som_small_2Layer_49_200_0.05;0.01	8.23064231488267_0.00411889497599779	16_27_43	5.27016884914231_1.36337685836207_2.81706690144309	0.0268382918049786_0.449439825936623_0.292192743469034	84.322701586277_36.8111751757759_121.133876762053	0.429412668879658_12.1348753002888_12.5642879691685	7.625_7.88888888888889_7.7906976744186	NA_NA_NA	0.4791588639201_0.23984598018618_0.328892634598801	0.555
som_small_2Layer_49_200_0.05;0.01	9.49736419288957_0.00205767276496137	14_31_45	6.02502384768885_1.38028688684119_2.82531616354935	0.0219185827004719_0.433472344442569_0.305433396345028	84.3503338676439_42.788893492077_127.139227359721	0.306860157806607_13.4376426777196_13.7445028355262	8.21428571428571_7.25806451612903_7.55555555555556	NA_NA_NA	0.485168701460836_0.261307396039183_0.330953135503697	0.553
som_small_2Layer_49_200_0.08;0.01	10.563709856385_0.00115329499428088	14_30_44	5.97267318052593_1.15441470663191_2.68749694832546	0.0215028692233964_0.436563274614128_0.304498600171622	83.617424527363_34.6324411989574_118.24986572632	0.30104016912755_13.0968982384238_13.3979384075514	7.92857142857143_7.56666666666667_7.68181818181818	NA_NA_NA	0.491662207954343_0.234556506747518_0.316362866222417	0.62
som_small_2Layer_49_200_0.08;0.01	8.23064231488267_0.00411889497599779	20_25_45	5.29606013216398_1.19450198797354_3.01741671872484	0.0267848161967695_0.446645807548024_0.260040922503022	105.92120264328_29.8625496993385_135.783752342618	0.53569632393539_11.1661451887006_11.701841512636	8.15_7.16_7.6	NA_NA_NA	0.464435081148564_0.243559965627381_0.341726683636796	0.548
som_small_2Layer_49_200_0.08;0.01	7.38829278096502_0.00656497716525527	16_29_45	5.52038321804462_0.99428207112651_2.60356247891962	0.020404236875608_0.489273787641316_0.322564614035731	88.3261314887139_28.8341800626688_117.160311551383	0.326467790009728_14.1889398415982_14.5154076316079	7.875_7.41379310344828_7.57777777777778	NA_NA_NA	0.481467058222676_0.212615758256983_0.308207331578118	0.572
som_small_2Layer_49_50_0.05;0.001	9.26547281603909_0.00233514188037439	13_30_43	6.05227161924607_1.09921242083264_2.59664892267856	0.0187162298366093_0.481265459044895_0.34142499440053	78.6795310501989_32.9763726249792_111.655903675178	0.243310987875921_14.4379637713469_14.6812747592228	8.53846153846154_7.36666666666667_7.72093023255814	NA_NA_NA	0.482685105157015_0.217104512216872_0.297396319384822	0.161
som_small_2Layer_49_50_0.05;0.001	10.3078878287258_0.00132462804079996	11_30_41	6.66395345877256_1.50063713184164_2.88591712199384	0.013162582702649_0.401607373305995_0.297390478266073	73.3034880464981_45.0191139552492_118.322602001747	0.144788409729139_12.0482211991798_12.193009608909	9.27272727272727_7.6_8.04878048780488	NA_NA_NA	0.474813507908503_0.264816247007258_0.321156975541738	0.155
som_small_2Layer_49_50_0.05;0.001	8.23064231488267_0.00411889497599779	16_23_39	6.16518756342275_1.47278220153747_3.39787158077246	0.0180708936121875_0.363614778108188_0.221853184468803	98.6430010147641_33.8739906353618_132.516991650126	0.289134297795_8.36313989648832_8.65227419428332	8.5_8.21739130434783_8.33333333333333	NA_NA_NA	0.478464419475655_0.260130053412906_0.349703126669419	0.163
som_small_2Layer_49_50_0.05;0.01	7.38829278096502_0.00656497716525527	17_31_48	5.42513200997628_1.07668936378735_2.61676280097926	0.0238601240248788_0.487390762004722_0.323223661053528	92.2272441695967_33.3773702774079_125.604614447005	0.40562210842294_15.1091136221464_15.5147357305693	7.76470588235294_7.09677419354839_7.33333333333333	NA_NA_NA	0.483576678884015_0.229066293337768_0.319205388218731	0.224
som_small_2Layer_49_50_0.05;0.01	9.49736419288957_0.00205767276496137	16_28_44	6.70482704442082_1.21871765786005_3.21366652570033	0.0152756857754652_0.455006515427575_0.29510439555408	107.277232710733_34.1240944200813_141.401327130814	0.244410972407443_12.7401824319721_12.9845934043795	8.8125_7.10714285714286_7.72727272727273	NA_NA_NA	0.488636363636364_0.238927836921416_0.329730937545034	0.155
som_small_2Layer_49_50_0.05;0.01	10.563709856385_0.00115329499428088	16_25_41	6.64371690437665_1.17897727882672_3.3115585961145	0.0171923178322774_0.496463007793089_0.309430543418138	106.299470470026_29.474431970668_135.773902440694	0.275077085316439_12.4115751948272_12.6866522801437	8.75_7.72_8.12195121951219	NA_NA_NA	0.48645443196005_0.216236345427357_0.321687306025481	0.161
som_small_2Layer_49_50_0.08;0.01	9.26547281603909_0.00233514188037439	13_29_42	6.4904695885082_1.25826049602367_2.8777537865546	0.0157039645975121_0.462516226885815_0.324217193320388	84.3761046506066_36.4895543846865_120.865659035293	0.204151539767657_13.4129705796886_13.6171221194563	9.23076923076923_7.24137931034483_7.85714285714286	NA_NA_NA	0.471278136057738_0.234937449437643_0.308090519105768	0.248
som_small_2Layer_49_50_0.08;0.01	9.49736419288957_0.00205767276496137	15_29_44	5.75446787576429_1.31969097513899_2.83154673671579	0.0204973896071854_0.447128008590066_0.301685752118629	86.3170181364644_38.2710382790306_124.588056415495	0.307460844107781_12.9667122491119_13.2741730932197	8.13333333333333_7.55172413793103_7.75	NA_NA_NA	0.479812734082397_0.24599019195106_0.325702422223107	0.155
som_small_2Layer_49_50_0.08;0.01	7.38829278096502_0.00656497716525527	17_28_45	5.56458089171307_1.11947809865285_2.79873915380893	0.0221753843004741_0.471272277001237_0.301613450869837	94.5978751591222_31.3453867622797_125.943261921402	0.376981533108059_13.1956237560346_13.5726052891427	7.70588235294118_7.46428571428571_7.55555555555556	NA_NA_NA	0.487409120951751_0.225379627506433_0.324368547252442	0.162
