name	maxEnrichment	numberClusters	meanEnrichment	meanPValue	sumEnrichment	sumPValue	meanInd	meanDims	meanPheno	time
som_big_1Layer_49_200_0.08;0.01	35.5569956879294_2.47695887405061e-09	29_20_49	13.3138034035428_1.10660955077363_8.33127530037168	0.0070405702499861_0.439136690843957_0.183406333757729	386.10029870274_22.1321910154727_408.232489718213	0.204176537249597_8.78273381687914_8.98691035412874	35.7931034482759_35.45_35.6530612244898	NA_NA_NA	0.310178346738433_0.0958043789236644_0.222678768038528	4.596
som_big_1Layer_49_50_0.05;0.001	32.0560341184501_1.49789117677436e-08	31_18_49	14.0382649865337_1.46504662792797_9.41953171194381	0.00875619316982916_0.328630034086936_0.126260869425093	435.186214582543_26.3708393027035_461.557053885247	0.271441988264704_5.91534061356485_6.18678260182956	38_31.6111111111111_35.6530612244898	NA_NA_NA	0.302488690340481_0.114140043938603_0.23329939166224	1.346
som_big_1Layer_49_50_0.05;0.001	30.6929631020826_3.02259234439392e-08	31_18_49	12.5320698698045_1.32881024999277_8.41658674415937	0.00940572268044532_0.441513457970443_0.168139176460445	388.494165963939_23.9185844998698_412.412750463809	0.291577403093805_7.94724224346798_8.23881964656179	37.4193548387097_32.6111111111111_35.6530612244898	NA_NA_NA	0.289843508371684_0.0979578607536779_0.219354903124253	1.27
som_big_1Layer_49_50_0.05;0.001	31.8957344783268_1.62673990309965e-08	31_18_49	12.8930070452947_0.935333102288787_8.50039212745581	0.00686316143138167_0.545842834272916_0.204855694311945	399.683218404136_16.8359958411982_416.519214245335	0.212758004372832_9.8251710169125_10.0379290212853	37.6129032258064_32.2777777777778_35.6530612244898	NA_NA_NA	0.303703833680556_0.0829211018199037_0.222599972997051	1.268
som_big_1Layer_49_50_0.05;0.01	33.1309707934726_8.61554254095121e-09	25_24_49	14.9518756658298_1.12335087932188_8.17872066835656	0.00509395386470074_0.438296687445083_0.217274884597949	373.796891645746_26.9604211037252_400.757312749471	0.127348846617518_10.519120498682_10.6464693452995	37.52_33.7083333333333_35.6530612244898	NA_NA_NA	0.317792070622483_0.0989442484776474_0.210601300592359	1.342
som_big_1Layer_49_50_0.05;0.01	38.1768382361912_6.46148660014977e-10	30_19_49	13.8654268447042_1.11100508082775_8.91983473218069	0.00549558632621314_0.430933402303003_0.170461270072315	415.962805341127_21.1090965357272_437.071901876854	0.164867589786394_8.18773464375705_8.35260223354344	36.9333333333333_33.6315789473684_35.6530612244898	NA_NA_NA	0.308662363335786_0.0959729907252569_0.226190973956193	1.285
som_big_1Layer_49_50_0.05;0.01	34.9241954843553_3.42794460043592e-09	28_21_49	14.5436200747501_0.830747071706181_8.666674502017	0.00569985547047941_0.48412559352766_0.210739457494985	407.221362093003_17.4456885058298_424.667050598833	0.159595953173423_10.1666374640809_10.3262334172543	38.25_32.1904761904762_35.6530612244898	NA_NA_NA	0.309850596375616_0.0878903690815652_0.214724784678166	1.281
som_big_1Layer_49_50_0.08;0.01	45.3872941560869_1.61679848616576e-11	28_21_49	13.1725640656545_1.12949138045992_8.01124720057109	0.00933699321531577_0.427714733315861_0.188641738972692	368.831793838325_23.7193189896584_392.551112827983	0.261435810028841_8.98200939963309_9.24344520966193	35.8928571428571_35.3333333333333_35.6530612244898	NA_NA_NA	0.299230468588726_0.0925705281066901_0.210661922667853	1.248
som_big_1Layer_49_50_0.08;0.01	41.0968372599131_1.44870571168246e-10	29_20_49	14.0142412303077_1.29218948050769_8.82156704671584	0.0058839547784736_0.420205695608276_0.174994869402883	406.412995678922_25.8437896101537_432.256785289076	0.170634688575734_8.40411391216553_8.57474860074126	38.3103448275862_31.8_35.6530612244898	NA_NA_NA	0.303479168998094_0.10385499416488_0.221999913964129	1.207
som_big_1Layer_49_50_0.08;0.01	44.3983394641947_2.67914250769825e-11	30_19_49	13.4549221546303_1.41018915348416_8.78451548071648	0.00454538224343046_0.351908921207361_0.139237366739648	403.647664638908_26.7935939161991_430.441258555107	0.136361467302914_6.68626950293985_6.82263097024277	38.2333333333333_31.5789473684211_35.6530612244898	NA_NA_NA	0.298989719865536_0.114392652113496_0.227411265022908	1.206
som_big_2Layer_100_100_0.05;0.001	18.000184844644_2.20883520881445e-05	46_50_96	8.85707960163435_1.15455945162244_4.84535035683648	0.0109893132236627_0.423317596030838_0.225743627185733	407.42566167518_57.7279725811218_465.153634256302	0.505508408288483_21.1658798015419_21.6713882098304	18.4347826086957_17.36_17.875	NA_NA_NA	0.365808023949997_0.142313822620896_0.24940479409109	16.395
som_big_2Layer_100_100_0.05;0.001	18.9571800709543_1.33685230039128e-05	41_57_98	8.7861031237244_1.23955284297826_4.39678306247409	0.0114744861512121_0.428301555994085_0.253914720651659	360.2302280727_70.6545120497606_430.884740122461	0.470453932199695_24.4131886916629_24.8836426238626	18.390243902439_17.1578947368421_17.6734693877551	NA_NA_NA	0.36532283026906_0.143125569870302_0.236085648200395	16.169
som_big_2Layer_100_100_0.05;0.001	22.8280898005417_1.77157423491171e-06	36_61_97	10.3268808562529_1.06556066109607_4.50275166136045	0.0081312625705989_0.476590955446078_0.302729626131467	371.767710825103_64.9992003268604_436.766911151964	0.29272545254156_29.0720482822107_29.3647737347523	19.3611111111111_16.8032786885246_17.7525773195876	NA_NA_NA	0.384590952221718_0.132775398095089_0.226232717152395	16.019
som_big_2Layer_100_100_0.05;0.01	17.0445170832759_3.65136510479604e-05	41_56_97	9.36069274118901_1.24040291468731_4.67269036712617	0.0087737485555064_0.421743498626239_0.247189274369538	383.788402388749_69.4625632224891_453.250965611239	0.359723690775762_23.6176359230694_23.9773596138452	19.0487804878049_16.8392857142857_17.7731958762887	NA_NA_NA	0.374956990085292_0.147243354394251_0.243493447830671	9.457
som_big_2Layer_100_100_0.05;0.01	18.9908565031773_1.3134635792138e-05	48_50_98	8.81646752598366_1.21507504563539_4.93820605641822	0.0123270536614142_0.439896284802173_0.230474620569964	423.190441247216_60.7537522817697_483.944193528985	0.591698575747882_21.9948142401086_22.5865128158565	18.6875_16.68_17.6632653061224	NA_NA_NA	0.364300262246264_0.143997225634667_0.25190075377096	9.198
som_big_2Layer_100_100_0.05;0.01	20.8750523141227_4.90238129376032e-06	43_51_94	9.55721926597748_1.09603759651215_4.96657814743778	0.00779084658307344_0.513022175866763_0.281905716726352	410.960428437032_55.8979174221196_466.858345859151	0.335006403072158_26.1641309692049_26.4991373722771	19.5116279069767_16.8039215686275_18.0425531914894	NA_NA_NA	0.372669632053225_0.127515716864161_0.239660592961286	8.916
som_big_2Layer_100_100_0.08;0.01	21.1470264669283_4.25360735531407e-06	42_58_100	8.64088543192265_1.22595250731424_4.34022433564977	0.013044438793397_0.458935097570388_0.271661020884052	362.917188140751_71.1052454242257_434.022433564977	0.547866429322674_26.6182356590825_27.1661020884052	18.4047619047619_16.7931034482759_17.47	NA_NA_NA	0.361197368882815_0.143098836680226_0.234700220205314	16.694
som_big_2Layer_100_100_0.08;0.01	19.1785131413214_1.1904587534018e-05	47_48_95	9.00725928121324_0.832176055477455_4.87669091452568	0.00968352578283654_0.529300207926218_0.272226691497387	423.341186217022_39.9444506629178_463.28563687994	0.455125711793317_25.4064099804585_25.8615356922518	20.1063829787234_15.8958333333333_17.9789473684211	NA_NA_NA	0.360963928246154_0.123820227758709_0.241143953263024	16.287
som_big_2Layer_100_100_0.08;0.01	18.9571800709543_1.33685230039128e-05	44_54_98	9.2961982709674_1.19001710836849_4.82952701810678	0.00871101449049673_0.419335434278248_0.234973449883747	409.032723922566_64.2609238518982_473.293647774464	0.383284637581856_22.6441134510254_23.0273980886072	19.1590909090909_16.4444444444444_17.6632653061224	NA_NA_NA	0.373781987786725_0.151123973273892_0.251092877749042	16.213
som_big_2Layer_100_200_0.05;0.001	18.000184844644_2.20883520881445e-05	38_59_97	9.65934047096781_1.15673515154287_4.48765269935883	0.00690272622227276_0.433119898630726_0.266148222841847	367.054937896777_68.2473739410295_435.302311837806	0.262303596446365_25.5540740192128_25.8163776156592	18.8421052631579_17.0169491525424_17.7319587628866	NA_NA_NA	0.380344824185437_0.14242157054951_0.235628618365646	31.526
som_big_2Layer_100_200_0.05;0.001	19.9154764324017_8.09424237602938e-06	45_53_98	8.73488775427348_1.35329609900847_4.74280247132404	0.0111781087984546_0.383416971786986_0.212490963271844	393.069948942307_71.7246932474491_464.794642189756	0.503014895930456_20.3210995047102_20.8241144006407	18.4444444444444_16.9811320754717_17.6530612244898	NA_NA_NA	0.365313772173887_0.15610164977529_0.252168440672605	31.357
som_big_2Layer_100_200_0.05;0.001	19.1785131413214_1.1904587534018e-05	36_58_94	9.18204738743166_1.22449247748945_4.27206669831838	0.010282739213427_0.428877105629215_0.268564369555084	330.55370594754_71.0205636943879_401.574269641928	0.370178611683373_24.8748721264945_25.2450507381779	19.0555555555556_17.4827586206897_18.0851063829787	NA_NA_NA	0.367222788726483_0.143619402100905_0.229254741659637	31.231
som_big_2Layer_100_200_0.05;0.01	20.1281405856985_7.2423224569563e-06	45_50_95	9.84614438490514_1.00139453134554_5.19101288303167	0.00840265291220956_0.4813147872757_0.257303776261415	443.076497320731_50.0697265672772_493.146223888008	0.37811938104943_24.065739363785_24.4438587448344	19.9111111111111_16.14_17.9263157894737	NA_NA_NA	0.374960281318727_0.1313390187449_0.246738564174607	17.91
som_big_2Layer_100_200_0.05;0.01	18.9571800709543_1.33685230039128e-05	47_48_95	9.1226892049291_1.16240009280582_5.1006483903826	0.0109112091666365_0.423788648977257_0.219522968228845	428.766392631668_55.7952044546795_484.561597086347	0.512826830831914_20.3418551509084_20.8546819817403	19.4042553191489_16.5416666666667_17.9578947368421	NA_NA_NA	0.36251675196873_0.148566328526409_0.254415485387346	18.028
som_big_2Layer_100_200_0.05;0.01	21.8358898741171_2.96992561403551e-06	52_42_94	8.16300582258389_1.32219548844254_5.10647354562711	0.0141628318689882_0.421176739701559_0.196020109836733	424.476302774362_55.5322105145865_480.008513288949	0.736467257187388_17.6894230674655_18.4258903246529	19.3846153846154_16.4047619047619_18.0531914893617	NA_NA_NA	0.346767432062481_0.152775923753873_0.260090375158635	17.568
som_big_2Layer_100_200_0.08;0.01	18.000184844644_2.20883520881445e-05	48_49_97	9.00720614553291_1.16283427568253_5.0445853040621	0.00960118205152926_0.44067523719446_0.227360240835072	432.34589498558_56.9788795084442_489.324774494024	0.460856738473405_21.5930866225286_22.053943361002	19.0833333333333_16.469387755102_17.7628865979381	NA_NA_NA	0.370145273391221_0.141057850563994_0.254420698973343	32.281
som_big_2Layer_100_200_0.08;0.01	19.7156428932689_8.98627639400464e-06	43_48_91	8.58671239125511_1.11381193610112_4.64496270062443	0.0104026877408673_0.451734977730605_0.243193346196992	369.22863282397_53.4629729328536_422.691605756823	0.447315572857294_21.683278931069_22.1305945039263	19.6511627906977_17.3333333333333_18.4285714285714	NA_NA_NA	0.353334864369823_0.134620525304672_0.237969059148644	31.529
som_big_2Layer_100_200_0.08;0.01	26.6585633446593_2.42772423483887e-07	40_54_94	10.009956828599_1.10949623216101_4.89692627319844	0.0112895780081786_0.438535764783627_0.256728876794074	400.398273143959_59.9127965366944_460.311069680653	0.451583120327146_23.6809312983158_24.132514418643	19.125_17.3148148148148_18.0851063829787	NA_NA_NA	0.380823870459461_0.142743276980005_0.244054167822327	31.382
som_big_2Layer_100_50_0.05;0.001	20.0676538199413_7.47503002822776e-06	46_50_96	8.44168902103914_1.03343922059397_4.58322558330728	0.0143858161495969_0.453931593118688_0.243315908320999	388.3176949678_51.6719610296985_439.989655997499	0.661747542881459_22.6965796559344_23.3583271988159	18.9130434782609_17_17.9166666666667	NA_NA_NA	0.359295891879722_0.132940269772815_0.241402338699042	8.396
som_big_2Layer_100_50_0.05;0.001	18.9571800709543_1.33685230039128e-05	43_51_94	7.78529699247489_1.2424658795235_4.23546309076722	0.0131927237118266_0.443748179647214_0.246791960442728	334.76777067642_63.3657598556985_398.133530532119	0.567287119608544_22.6311571620079_23.1984442816165	18.5116279069767_17.7843137254902_18.1170212765957	NA_NA_NA	0.347356681853451_0.141400285643449_0.235614381782067	8.207
som_big_2Layer_100_50_0.05;0.001	18.6567938448918_1.56488657067324e-05	33_62_95	10.3938080184476_1.29035844873001_4.45260935189506	0.00477721717337541_0.451342173438959_0.296219609683546	342.99566460877_80.0022238212608_422.997888430031	0.157648166721389_27.9832147532155_28.1408629199369	19.030303030303_17.4516129032258_18	NA_NA_NA	0.393285374675893_0.138105292829808_0.226746794944764	8.167
som_big_2Layer_100_50_0.05;0.01	18.9571800709543_1.33685230039128e-05	46_49_95	9.313656985031_0.931370774521639_4.99016199224196	0.00921770596886592_0.490886259045956_0.257657275450733	428.428221311426_45.6371679515603_474.065389262986	0.424014474567832_24.0534266932518_24.4774411678197	19.2826086956522_16.8367346938776_18.0210526315789	NA_NA_NA	0.368904781490829_0.126255247332637_0.243748705977656	4.761
som_big_2Layer_100_50_0.05;0.01	18.9571800709543_1.33685230039128e-05	46_52_98	9.28650510573162_1.09801752851945_4.94159333006802	0.00822493849239698_0.473884123978042_0.25530940426029	427.179234863655_57.0969114830113_484.276146346666	0.378347170650261_24.6419744468582_25.0203216175084	19.8695652173913_15.7115384615385_17.6632653061224	NA_NA_NA	0.364352992280346_0.141934717492391_0.246335132188778	4.641
som_big_2Layer_100_50_0.05;0.01	17.4480816907006_2.95262092762084e-05	41_53_94	9.14208760379465_1.47213701731741_4.81754099652557	0.0104081481628957_0.366419821427666_0.211138134152607	374.825591755581_78.0232619178228_452.848853673404	0.426734074678723_19.4202505356663_19.846984610345	19.6341463414634_16.8490566037736_18.063829787234	NA_NA_NA	0.364435661891544_0.162926451838684_0.25081876686174	4.568
som_big_2Layer_100_50_0.08;0.01	23.7612933382518_1.09053609841294e-06	35_60_95	10.2330745775588_1.40776440345748_4.65919446760009	0.0067473831816534_0.365007555166442_0.233016965487836	358.157610214559_84.4658642074489_442.623474422008	0.236158411357869_21.9004533099865_22.1366117213444	19.0857142857143_17.2666666666667_17.9368421052632	NA_NA_NA	0.38527691797416_0.159633750939427_0.242765444057486	8.262
som_big_2Layer_100_50_0.08;0.01	16.8457251693986_4.05445496071879e-05	49_49_98	8.26907025339068_0.852291882823894_4.56068106810729	0.0132410584000016_0.535194999059357_0.274218028729679	405.184442416143_41.7623022583708_446.946744674514	0.648811861600079_26.2245549539085_26.8733668155086	18.8163265306122_16.5102040816327_17.6632653061224	NA_NA_NA	0.353731257686705_0.118884732635451_0.236307995161078	8.189
som_big_2Layer_100_50_0.08;0.01	24.7258366656059_6.60922135854733e-07	41_54_95	9.44921122522983_1.17431096739356_4.74558371024922	0.0094893732625425_0.46216062230946_0.266797241141843	387.417660234423_63.4127922392524_450.830452473676	0.389064303764242_24.9566736047109_25.3457379084751	19.3658536585366_16.8888888888889_17.9578947368421	NA_NA_NA	0.369129956872397_0.138395998251646_0.237975917235338	8.169
som_big_2Layer_25_100_0.05;0.001	57.5377012071364_3.31562652995105e-14	17_8_25	22.9842540434435_1.03164779892226_15.9594200451967	0.00295406188904669_0.372516987974282_0.121214198236322	390.73231873854_8.25318239137808_398.985501129918	0.0502190521137937_2.98013590379426_3.03035495590805	78.1764705882353_52.25_69.88	NA_NA_NA	0.260099953409471_0.0855270297809904_0.204236617848357	4.593
som_big_2Layer_25_100_0.05;0.001	53.22592760556_2.97308600990337e-13	18_7_25	19.6700739571162_0.674880939022871_14.35141991205	0.00596597230171212_0.545669374621589_0.157082924951278	354.061331228091_4.7241665731601_358.785497801251	0.107387501430818_3.81968562235113_3.92707312378194	75.6111111111111_55.1428571428571_69.88	NA_NA_NA	0.243106555686929_0.0649637317999384_0.193226564998571	4.413
som_big_2Layer_25_100_0.05;0.001	50.4518277524576_1.22126011886412e-12	15_10_25	24.1791473587651_1.27955025696016_15.0193085180432	0.00169760246762186_0.380743977051515_0.153316152301179	362.687210381477_12.7955025696016_375.482712951079	0.0254640370143279_3.80743977051515_3.83290380752948	70.8_68.5_69.88	NA_NA_NA	0.287624919758921_0.0783012522038667_0.203895452736899	4.445
som_big_2Layer_25_100_0.05;0.01	45.6606443348387_1.40619849016052e-11	17_8_25	21.0543666413009_0.620785544250208_14.5156206902447	0.0053346278830735_0.572769254537948_0.186913708412633	357.924232902115_4.96628435400167_362.890517256117	0.0906886740122495_4.58215403630359_4.67284271031584	76.9411764705882_54.875_69.88	NA_NA_NA	0.266673716996538_0.0628691885333306_0.201456267888311	2.658
som_big_2Layer_25_100_0.05;0.01	44.9521025167013_2.01913297665265e-11	16_9_25	20.9956105626549_1.33891943427378_13.9192017564377	0.0027233815588852_0.36375499335682_0.132694761806142	335.929769002479_12.050274908464_347.980043910943	0.0435741049421632_3.27379494021138_3.31736904515354	70.125_69.4444444444444_69.88	NA_NA_NA	0.273816827453395_0.0798052212008994_0.203972649202497	2.585
som_big_2Layer_25_100_0.05;0.01	49.408786410769_2.07812795915914e-12	14_11_25	24.7479088749832_1.1376635366868_14.3594009261328	0.000119246671529771_0.418492222669766_0.184203356110754	346.470724249765_12.5142989035548_358.98502315332	0.00166945340141679_4.60341444936742_4.60508390276884	73.5_65.2727272727273_69.88	NA_NA_NA	0.294802834525441_0.0725822087547238_0.197025759186326	2.597
som_big_2Layer_25_100_0.08;0.01	66.8369249802521_2.94921854172622e-16	15_10_25	22.8170752457607_1.10844630268089_14.1336236685288	0.00605785447276507_0.450159025174146_0.183698322753318	342.25612868641_11.0844630268089_353.340591713219	0.090867817091476_4.50159025174146_4.59245806883294	79.7333333333333_55.1_69.88	NA_NA_NA	0.262367008764608_0.0747744418773517_0.187329982009705	4.502
som_big_2Layer_25_100_0.08;0.01	53.3551491647726_2.78380586365877e-13	15_10_25	21.3294873907593_0.569855578873194_13.0256346660048	0.000852349304487664_0.583175828283577_0.233781740896124	319.942310861389_5.69855578873194_325.640866650121	0.012785239567315_5.83175828283577_5.84454352240309	73.2_64.9_69.88	NA_NA_NA	0.276713091031041_0.0573613181895302_0.188972381894437	4.419
som_big_2Layer_25_100_0.08;0.01	64.174572429103_1.13868915092118e-15	14_11_25	20.7473785349724_0.609531510462422_11.886725844188	0.00568639344710225_0.537423891085174_0.239650892407854	290.463299489614_6.70484661508664_297.1681461047	0.0796095082594315_5.91166280193692_5.99127231019635	71.6428571428571_67.6363636363636_69.88	NA_NA_NA	0.262276143658253_0.0570112357107357_0.171959584161345	4.42
som_big_2Layer_25_200_0.05;0.001	50.4506435599961_1.22199725862151e-12	20_5_25	17.3932004000807_0.0517174135113159_13.9249038027668	0.0052931066918398_0.852461616077806_0.174726808569033	347.864008001614_0.258587067556579_348.122595069171	0.105862133836796_4.26230808038903_4.36817021422583	73.7_54.6_69.88	NA_NA_NA	0.243162963485165_0.033939799604001_0.201318330708932	8.574
som_big_2Layer_25_200_0.05;0.001	51.417293272709_7.46778087754278e-13	17_8_25	21.7777573415693_0.969808362982398_15.1192136684215	0.00186488893907489_0.397767837737928_0.128553832554708	370.221874806678_7.75846690385918_377.980341710537	0.0317031119642731_3.18214270190342_3.2138458138677	76.5882352941177_55.625_69.88	NA_NA_NA	0.26350696917257_0.0789391421398401_0.204445264522097	8.505
som_big_2Layer_25_200_0.05;0.001	59.6041337083338_1.15991276761184e-14	15_10_25	23.0129255708115_0.770355095355384_14.1158973806291	0.00351404170672831_0.515729812247763_0.208400349923142	345.193883562173_7.70355095355384_352.897434515727	0.0527106256009246_5.15729812247763_5.21000874807856	74.4666666666667_63_69.88	NA_NA_NA	0.272897588337675_0.0641012247371418_0.189379042897462	8.486
som_big_2Layer_25_200_0.05;0.01	63.9634776440314_1.26747243789987e-15	19_6_25	19.1255080388067_0.62993860767106_14.6865713753341	0.004585445613703_0.532251462241224_0.131225289604308	363.384652737326_3.77963164602636_367.164284383353	0.0871234666603571_3.19350877344734_3.2806322401077	79.1578947368421_40.5_69.88	NA_NA_NA	0.24606118412633_0.0863841308567475_0.20773869134163	5.055
som_big_2Layer_25_200_0.05;0.01	79.6466318471114_4.47732520340375e-19	17_8_25	22.1834428672076_0.290544936428765_15.1777155293584	0.00446768747713343_0.657096264703156_0.213308832189461	377.118528742529_2.32435949143012_379.442888233959	0.0759506871112684_5.25677011762524_5.33272080473651	77_54.75_69.88	NA_NA_NA	0.260724014415467_0.0500364391591736_0.193303990333453	5.022
som_big_2Layer_25_200_0.05;0.01	58.3321015939692_2.21401772521291e-14	15_10_25	23.1428087481127_1.10715072281728_14.3285455379945	0.0033285568247271_0.421369744861499_0.170545032039436	347.142131221691_11.0715072281728_358.213638449864	0.0499283523709065_4.21369744861499_4.2636258009859	73.2_64.9_69.88	NA_NA_NA	0.279740957844619_0.0744669696080927_0.197631362550009	5.034
som_big_2Layer_25_200_0.08;0.01	74.5312997517785_5.96844540686562e-18	11_14_25	29.040934058987_0.976845911427197_13.3250446963535	0.000233203330480566_0.495555410025154_0.277613639079498	319.450274648857_13.6758427599808_333.126117408838	0.00256523663528623_6.93777574035216_6.94034097698744	68.2727272727273_71.1428571428571_69.88	NA_NA_NA	0.321133540421649_0.0616683899907986_0.175833056180373	9.013
som_big_2Layer_25_200_0.08;0.01	59.8451353480371_1.02622691493264e-14	17_8_25	18.2352972284286_0.915848010054661_12.6930734785489	0.0057600917759056_0.52332121374193_0.171379650805034	310.000052883286_7.32678408043729_317.326836963724	0.0979215601903952_4.18656970993544_4.28449127012584	77.1764705882353_54.375_69.88	NA_NA_NA	0.244364512507938_0.0758972785025162_0.190454997626203	8.856
som_big_2Layer_25_200_0.08;0.01	51.461211831351_7.30257399867394e-13	15_10_25	20.1121642288233_1.36745433012973_12.6142802693459	0.00496067964081642_0.503264458757097_0.204282191287329	301.68246343235_13.6745433012973_315.357006733647	0.0744101946122464_5.03264458757097_5.10705478218322	78.8666666666667_56.4_69.88	NA_NA_NA	0.255933515541267_0.0658238043423807_0.179889631061713	8.783
som_big_2Layer_25_50_0.05;0.001	51.9322250133813_5.74497748424384e-13	15_10_25	23.5538896875_1.28119715701786_14.6448126753072	0.00284957155441628_0.445764594372277_0.180015580681561	353.308345312501_12.8119715701786_366.120316882679	0.0427435733162443_4.45764594372277_4.50038951703902	74.2666666666667_63.3_69.88	NA_NA_NA	0.282743766414821_0.0684900767420731_0.197042290545722	2.561
som_big_2Layer_25_50_0.05;0.001	60.3236979857489_8.04727020860652e-15	15_10_25	24.0246264519246_0.967480105589829_14.8017679133907	0.00349119381976655_0.56081631791214_0.226421243456716	360.369396778869_9.67480105589829_370.044197834767	0.0523679072964983_5.6081631791214_5.6605310864179	71.9333333333333_66.8_69.88	NA_NA_NA	0.279257732769394_0.0572175846155582_0.19044167350786	2.37
som_big_2Layer_25_50_0.05;0.001	65.8264246854081_4.92435596329983e-16	16_9_25	25.1778794952059_0.796970425397283_16.4007522300748	0.00444018309065382_0.532041052887175_0.194376496217401	402.846071923294_7.17273382857555_410.01880575187	0.0710429294504612_4.78836947598457_4.85941240543503	71.625_66.7777777777778_69.88	NA_NA_NA	0.281254726826925_0.0527747663824695_0.199001941066921	2.352
som_big_2Layer_25_50_0.08;0.01	41.4009845366997_1.23994922098362e-10	19_6_25	20.6480490401105_0.720278029243947_15.8653839975025	0.00644236496189246_0.585958579422074_0.145526256432336	392.312931762099_4.32166817546368_396.634599937563	0.122404934275957_3.51575147653245_3.6381564108084	73.6315789473684_58_69.88	NA_NA_NA	0.264635934725718_0.0659002469505351_0.216939369659674	1.432
som_big_2Layer_25_50_0.08;0.01	64.9754789999644_7.58359065121106e-16	13_12_25	25.5883319297375_0.829717956650967_13.704197222656	0.00402475470194761_0.458518937646556_0.222181962515359	332.648315086588_9.95661547981161_342.6049305664	0.052321811125319_5.50222725175867_5.55454906288399	70.8461538461538_68.8333333333333_69.88	NA_NA_NA	0.291488331167129_0.0685444567548791_0.184475271449249	1.407
som_big_2Layer_25_50_0.08;0.01	69.6140687855318_7.21206433322613e-17	14_11_25	25.2775559109839_1.25901739375668_14.7093989634039	0.00175035784059349_0.426324835615978_0.188563128061763	353.885782753775_13.8491913313235_367.734974085098	0.0245050097683089_4.68957319177576_4.71407820154406	75.0714285714286_63.2727272727273_69.88	NA_NA_NA	0.28740237763721_0.0770631975635748_0.19485313840481	1.385
som_big_2Layer_49_100_0.05;0.001	36.8156276042817_1.29845245016292e-09	29_20_49	14.0410087025217_0.946654302685244_8.69637425360885	0.00513063112953437_0.465257159209276_0.192937377284531	407.189252373129_18.9330860537049_426.122338426834	0.148788302756497_9.30514318418553_9.45393148694203	37.1379310344828_33.5_35.6530612244898	NA_NA_NA	0.31004247370551_0.0902257035254945_0.220321343019789	8.542
som_big_2Layer_49_100_0.05;0.001	33.1309707934726_8.61554254095121e-09	28_21_49	12.939133512794_0.734560027521945_7.70860201910598	0.00747954703323404_0.551899536379145_0.240802399610053	362.295738358232_15.4257605779608_377.721498936193	0.209427316930553_11.5898902639621_11.7993175808926	38.6785714285714_31.6190476190476_35.6530612244898	NA_NA_NA	0.289561542382945_0.0785095606004082_0.199110693047572	8.393
som_big_2Layer_49_100_0.05;0.001	36.8156276042817_1.29845245016292e-09	28_21_49	13.7248061783358_0.875298449313837_8.21787429446926	0.00712055499302465_0.506435654899667_0.2211127406673	384.294572993403_18.3812674355906_402.675840428994	0.19937553980469_10.635148752893_10.8345242926977	37.1785714285714_33.6190476190476_35.6530612244898	NA_NA_NA	0.305297558011626_0.0828462947111894_0.209961302311439	8.392
som_big_2Layer_49_100_0.05;0.01	28.7818050922031_8.1008588604389e-08	28_21_49	14.1263364262859_1.11442401911101_8.54980253749665	0.00647505013543511_0.468803384441016_0.204615764837827	395.537419936005_23.4029044013311_418.940324337336	0.181301403792183_9.84487107326134_10.0261724770535	36.6785714285714_34.2857142857143_35.6530612244898	NA_NA_NA	0.315563655034457_0.0928717263877035_0.220124257042991	4.874
som_big_2Layer_49_100_0.05;0.01	41.7041502779597_1.06183346936321e-10	27_22_49	13.8009376917867_1.54343413184553_8.29756874650696	0.00760119028466602_0.343369768106052_0.158354429306513	372.62531767824_33.9555509006016_406.580868578841	0.205232137685982_7.55413489833314_7.75936703601913	36.7777777777778_34.2727272727273_35.6530612244898	NA_NA_NA	0.3044361022978_0.110787821287381_0.217491976129857	4.804
som_big_2Layer_49_100_0.05;0.01	35.0979121620174_3.13536779622952e-09	28_21_49	14.3061856386883_1.34956588599852_8.75334860182125	0.00455467332690971_0.432722292847852_0.188055081693028	400.573197883272_28.3408836059689_428.914081489241	0.127530853153472_9.08716814980489_9.21469900295836	38.3571428571429_32.0476190476191_35.6530612244898	NA_NA_NA	0.307824133126822_0.105775958297527_0.221232058199981	4.786
som_big_2Layer_49_100_0.08;0.01	41.4392881622784_1.21588992979325e-10	27_22_49	14.454300805542_1.20299571069233_8.50473525275233	0.00593998425301362_0.456043998876914_0.208027501022928	390.266121749633_26.4659056352313_416.732027384864	0.160379574831368_10.0329679752921_10.1933475501235	39.8518518518519_30.5_35.6530612244898	NA_NA_NA	0.305443233897143_0.106450060286601_0.216099360031185	8.258
som_big_2Layer_49_100_0.08;0.01	36.2392492529369_1.74520090188462e-09	26_23_49	15.1561323862987_1.25839777885149_8.63270593790513	0.00515839201828685_0.426543315347005_0.2029513152134	394.059442043767_28.9431489135842_423.002590957351	0.134118192475458_9.81049625298112_9.94461444545658	38.9615384615385_31.9130434782609_35.6530612244898	NA_NA_NA	0.315734000972704_0.110378760477178_0.219342765638069	8.168
som_big_2Layer_49_100_0.08;0.01	41.7041502779597_1.06183346936321e-10	28_20_48	14.4919402762387_1.14126561469819_8.92915916726346	0.00594239576403328_0.395774914416393_0.168372611869183	405.774327734682_22.8253122939638_428.599640028646	0.166387081392932_7.91549828832786_8.08188536972079	38.7857142857143_32.6_36.2083333333333	NA_NA_NA	0.307156499368938_0.102097304762475_0.221715168282912	8.187
